FID,sample_effort_id,survey_date,project_name,observers,observers_affiliation,observers_secondary_affiliation,site_code,original_site_code,visit_type,revisit,area_surveyed,study_type,viereck_code,viereck_name,disturbance_type,location,latitude,longitude,elevation,quad_name,quad_number,collection_method,precision,map_source,map_scale,map_date,location_notes,usda_name_code,presence,usda_name_2,scientific_name,common_name,family,rank_code,infested_area,canopy_cover,stem_count,estimated_years_of_disturbance,herbarium,control_action,aggressiveness,species_notes,project_description,project_method,project_discussion,data_type
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2519,628175,9/1/2017,,"Morton, J.; Bowser, M.; Peura, J.",USFWS,,"Stormy Lake, Stormy13",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.0594362 60.78043652),60.78043652,-151.0594362,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2518,628176,9/1/2017,,"Morton, J.; Bowser, M.; Peura, J.",USFWS,,"Stormy Lake, Stormy14",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.0597387 60.77864396),60.77864396,-151.0597387,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2517,628136,9/1/2017,,"Morton, J.; Bowser, M.; Peura, J.",USFWS,,"Stormy Lake, Stormy49",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.0297774 60.78803446),60.78803446,-151.0297774,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2516,628137,9/1/2017,,"Morton, J.; Bowser, M.; Peura, J.",USFWS,,"Stormy Lake, Stormy03",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.0312027 60.78897768),60.78897768,-151.0312027,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2515,628138,9/1/2017,,"Morton, J.; Bowser, M.; Peura, J.",USFWS,,"Stormy Lake, Stormy48",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.0315205 60.78664466),60.78664466,-151.0315205,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2514,628139,9/1/2017,,"Morton, J.; Bowser, M.; Peura, J.",USFWS,,"Stormy Lake, Stormy04",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.0326678 60.78831618),60.78831618,-151.0326678,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2513,628140,9/1/2017,,"Morton, J.; Bowser, M.; Peura, J.",USFWS,,"Stormy Lake, Stormy47",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.0329849 60.78471892),60.78471892,-151.0329849,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2512,628141,9/1/2017,,"Morton, J.; Bowser, M.; Peura, J.",USFWS,,"Stormy Lake, Stormy41",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.0350024 60.77803795),60.77803795,-151.0350024,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2511,628142,9/1/2017,,"Morton, J.; Bowser, M.; Peura, J.",USFWS,,"Stormy Lake, Stormy46",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.0355806 60.78300264),60.78300264,-151.0355806,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2510,628168,9/1/2017,,"Morton, J.; Bowser, M.; Peura, J.",USFWS,,"Stormy Lake, Stormy33",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.0538195 60.77840516),60.77840516,-151.0538195,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-250f,628148,9/1/2017,,"Morton, J.; Bowser, M.; Peura, J.",USFWS,,"Stormy Lake, Stormy45",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.0377495 60.78231289),60.78231289,-151.0377495,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-250e,628149,9/1/2017,,"Morton, J.; Bowser, M.; Peura, J.",USFWS,,"Stormy Lake, Stormy40",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.0380497 60.77669224),60.77669224,-151.0380497,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-250d,628150,9/1/2017,,"Morton, J.; Bowser, M.; Peura, J.",USFWS,,"Stormy Lake, Stormy06",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.0397016 60.78600001),60.78600001,-151.0397016,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-250c,628151,9/1/2017,,"Morton, J.; Bowser, M.; Peura, J.",USFWS,,"Stormy Lake, Stormy39",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.0408151 60.77758231),60.77758231,-151.0408151,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-250b,628165,9/1/2017,,"Morton, J.; Bowser, M.; Peura, J.",USFWS,,"Stormy Lake, Stormy30",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.0529361 60.773429),60.773429,-151.0529361,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-250a,628152,9/1/2017,,"Morton, J.; Bowser, M.; Peura, J.",USFWS,,"Stormy Lake, Stormy07",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.0415709 60.78512586),60.78512586,-151.0415709,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2509,628153,9/1/2017,,"Morton, J.; Bowser, M.; Peura, J.",USFWS,,"Stormy Lake, Stormy38",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.0420506 60.77790359),60.77790359,-151.0420506,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2508,628154,9/1/2017,,"Morton, J.; Bowser, M.; Peura, J.",USFWS,,"Stormy Lake, Stormy08",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.0439771 60.78351586),60.78351586,-151.0439771,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2507,628177,9/1/2017,,"Morton, J.; Bowser, M.; Peura, J.",USFWS,,"Stormy Lake, Stormy17",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.0602887 60.77450833),60.77450833,-151.0602887,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2506,628155,9/1/2017,,"Morton, J.; Bowser, M.; Peura, J.",USFWS,,"Stormy Lake, Stormy37",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.0441061 60.78028631),60.78028631,-151.0441061,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2505,628156,9/1/2017,,"Morton, J.; Bowser, M.; Peura, J.",USFWS,,"Stormy Lake, Stormy09",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.0462126 60.78240568),60.78240568,-151.0462126,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2504,628157,9/1/2017,,"Morton, J.; Bowser, M.; Peura, J.",USFWS,,"Stormy Lake, Stormy36",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.0471343 60.7809722),60.7809722,-151.0471343,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2503,628158,9/1/2017,,"Morton, J.; Bowser, M.; Peura, J.",USFWS,,"Stormy Lake, Stormy35",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.0496928 60.78098235),60.78098235,-151.0496928,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2502,628159,9/1/2017,,"Morton, J.; Bowser, M.; Peura, J.",USFWS,,"Stormy Lake, Stormy10",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.0504031 60.78171585),60.78171585,-151.0504031,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2501,628160,9/1/2017,,"Morton, J.; Bowser, M.; Peura, J.",USFWS,,"Stormy Lake, Stormy28",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.0506689 60.77065433),60.77065433,-151.0506689,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2500,628161,9/1/2017,,"Morton, J.; Bowser, M.; Peura, J.",USFWS,,"Stormy Lake, Stormy29",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.0512888 60.77167994),60.77167994,-151.0512888,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24ff,628162,9/1/2017,,"Morton, J.; Bowser, M.; Peura, J.",USFWS,,"Stormy Lake, Stormy34",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.0524932 60.7795135),60.7795135,-151.0524932,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24fe,628163,9/1/2017,,"Morton, J.; Bowser, M.; Peura, J.",USFWS,,"Stormy Lake, Stormy27",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.0525869 60.7703173),60.7703173,-151.0525869,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24fd,628164,9/1/2017,,"Morton, J.; Bowser, M.; Peura, J.",USFWS,,"Stormy Lake, Stormy31",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.0526278 60.77608153),60.77608153,-151.0526278,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24fc,628167,9/1/2017,,"Morton, J.; Bowser, M.; Peura, J.",USFWS,,"Stormy Lake, Stormy11",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.053338 60.78160655),60.78160655,-151.053338,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24fb,628166,9/1/2017,,"Morton, J.; Bowser, M.; Peura, J.",USFWS,,"Stormy Lake, Stormy32",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.0529977 60.77681352),60.77681352,-151.0529977,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24fa,628143,9/1/2017,,"Morton, J.; Bowser, M.; Peura, J.",USFWS,,"Stormy Lake, Stormy43",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.0357265 60.78037592),60.78037592,-151.0357265,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24f9,628144,9/1/2017,,"Morton, J.; Bowser, M.; Peura, J.",USFWS,,"Stormy Lake, Stormy42",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.0364442 60.77889877),60.77889877,-151.0364442,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24f8,628145,9/1/2017,,"Morton, J.; Bowser, M.; Peura, J.",USFWS,,"Stormy Lake, Stormy05",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.036514 60.78714355),60.78714355,-151.036514,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24f7,628183,9/1/2017,,"Morton, J.; Bowser, M.; Peura, J.",USFWS,,"Stormy Lake, Stormy21",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.0671881 60.76897636),60.76897636,-151.0671881,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24f6,628182,9/1/2017,,"Morton, J.; Bowser, M.; Peura, J.",USFWS,,"Stormy Lake, Stormy20",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.066336 60.77095223),60.77095223,-151.066336,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24f5,628181,9/1/2017,,"Morton, J.; Bowser, M.; Peura, J.",USFWS,,"Stormy Lake, Stormy19",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.0661403 60.77235452),60.77235452,-151.0661403,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24f4,628180,9/1/2017,,"Morton, J.; Bowser, M.; Peura, J.",USFWS,,"Stormy Lake, Stormy22",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.0642565 60.76797715),60.76797715,-151.0642565,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24f3,628179,9/1/2017,,"Morton, J.; Bowser, M.; Peura, J.",USFWS,,"Stormy Lake, Stormy18",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.0637477 60.77370141),60.77370141,-151.0637477,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24f2,628178,9/1/2017,,"Morton, J.; Bowser, M.; Peura, J.",USFWS,,"Stormy Lake, Stormy23",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.0610698 60.76749888),60.76749888,-151.0610698,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24f1,628146,9/1/2017,,"Morton, J.; Bowser, M.; Peura, J.",USFWS,,"Stormy Lake, Stormy44",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.0371443 60.78131989),60.78131989,-151.0371443,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24f0,628147,9/1/2017,,"Morton, J.; Bowser, M.; Peura, J.",USFWS,,"Stormy Lake, Stormy01",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.037517 60.77834096),60.77834096,-151.037517,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24ef,628134,9/1/2017,,"Morton, J.; Bowser, M.; Peura, J.",USFWS,,"Stormy Lake, Stormy50",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.0292396 60.78895077),60.78895077,-151.0292396,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24ee,628199,9/6/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Daniels Lake, Daniels13",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1753848 60.72654356),60.72654356,-151.1753848,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24ed,628233,9/6/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Daniels Lake, Daniels45",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.2172264 60.73958505),60.73958505,-151.2172264,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24ec,628232,9/6/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Daniels Lake, Daniels46",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.2162984 60.73868332),60.73868332,-151.2162984,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24eb,628231,9/6/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Daniels Lake, Daniels44",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.214815 60.74236206),60.74236206,-151.214815,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24ea,628230,9/6/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Daniels Lake, Daniels47",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.2145636 60.73805057),60.73805057,-151.2145636,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24e9,628229,9/6/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Daniels Lake, Daniels43",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.2130509 60.74201513),60.74201513,-151.2130509,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24e8,628228,9/6/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Daniels Lake, Daniels48",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.2117886 60.73785997),60.73785997,-151.2117886,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24e7,628227,9/6/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Daniels Lake, Daniels42",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.2100697 60.74279792),60.74279792,-151.2100697,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24e6,628226,9/6/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Daniels Lake, Daniels01",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.2077906 60.73839574),60.73839574,-151.2077906,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24e5,628225,9/6/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Daniels Lake, Daniels49",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.2064456 60.7367228),60.7367228,-151.2064456,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24e4,628224,9/6/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Daniels Lake, Daniels41",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.2019034 60.74147726),60.74147726,-151.2019034,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24e3,628223,9/6/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Daniels Lake, Daniels04",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.2013772 60.73414268),60.73414268,-151.2013772,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24e2,628222,9/6/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Daniels Lake, Daniels50",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.2005736 60.73714105),60.73714105,-151.2005736,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24e1,628221,9/6/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Daniels Lake, Daniels05",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.2004258 60.73408275),60.73408275,-151.2004258,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24e0,628220,9/6/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Daniels Lake, Daniels40",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1990645 60.74168597),60.74168597,-151.1990645,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24df,628219,9/6/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Daniels Lake, Daniels06",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1984119 60.73047115),60.73047115,-151.1984119,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24de,628218,9/6/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Daniels Lake, Daniels07",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.197319 60.72872588),60.72872588,-151.197319,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24dd,628217,9/6/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Daniels Lake, Daniels38",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1963431 60.73970742),60.73970742,-151.1963431,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24dc,628216,9/6/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Daniels Lake, Daniels39",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1955019 60.74247044),60.74247044,-151.1955019,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24db,628215,9/6/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Daniels Lake, Daniels03",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.19326 60.732657),60.732657,-151.19326,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
