"","zoomLevel","orderCreat","trackName","boatLaunch","trackFrequ","trackFre_1","primaryPur","rank","responseID","km","StartDate","EndDate","IPAddress","Progress","Duration.s","Finished","RecordedDate","LocationLatitude","LocationLongitude","operateType","percentCom","percentGov","operateFresh","operateMarine","pax","hCostHigh","hCostLow","freshOutside","locOutside","purchaseOutside","purchaseYear","purchaseType","purchaseLoc","multiOwn","multiOwnEmail","age","persIncomeBtax","Clean","sportfishConc","boatingSafetyConc","recValueConc","businessConc","realEstateConc","subsistConc","biodivConc","commFishConc","volunteer","emailAsk","ObjectId","Shape__Length","wasInElodea","elodeaLoc1","elodeaLoc2","elodeaLoc3","LowerPre","UpperPre","freqPre","LowerPost","UpperPost","freqPost","hCost","totalKmPre","totalKmPost","YrCostPre","YrCostPost","totalTripsPre","totalTripsPost","routeCount","Income","ageBin","percentPer","type"
"639",12,1,"MEADOW LAKES","inStateFreshwater","5 to 10","5 to 10","Sport Fishing",1,"R_1IoNKD3hLNGKZP4",3.648403,"8/29/2018 20:00","9/4/2018 7:04","198.90.15.67",33,471838,FALSE,"10/22/2018 16:17",NA,NA,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",NA,NA,NA,"No or did not report","","",NA,"","","","",NA,"","Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",639,7653.56138,"No","","","",5,10,8,5,10,8,NA,29.187224,29.187224,NA,NA,8,8,1,NA,NA,1,"personal"
"640",12,1,"","outOfStateFreshwater","Up to 4","Up to 4","Sport Fishing",1,"R_2V7Kn8LpSYXjSCn",8.046426,"9/1/2018 0:06","9/1/2018 0:16","66.58.237.233",33,634,FALSE,"10/22/2018 16:17",NA,NA,"I operate boat(s) for personal reasons",0,0,"Yes","No",NA,NA,NA,"No or did not report","","",NA,"","","","",NA,"","Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",640,16878.27558,"No","","","",1,4,2,1,4,2,NA,16.092852,16.092852,NA,NA,4,4,2,NA,NA,1,"personal"
"641",12,2,"","outOfStateFreshwater","Up to 4","Up to 4","Sport Fishing",1,"R_2V7Kn8LpSYXjSCn",22.72361,"9/1/2018 0:06","9/1/2018 0:16","66.58.237.233",33,634,FALSE,"10/22/2018 16:17",NA,NA,"I operate boat(s) for personal reasons",0,0,"Yes","No",NA,NA,NA,"No or did not report","","",NA,"","","","",NA,"","Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",641,47677.00869,"No","","","",1,4,2,1,4,2,NA,45.44722,45.44722,NA,NA,4,4,2,NA,NA,1,"personal"
"642",12,1,"","outOfStateFreshwater","Up to 4","Up to 4","Sport Fishing",1,"R_d4EGr8vIZhZYnwR",4.428574,"9/6/2018 19:55","9/6/2018 20:01","209.112.216.63",33,345,FALSE,"10/22/2018 16:17",NA,NA,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",NA,NA,NA,"No or did not report","","",NA,"","","","",NA,"","Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",642,10196.93852,NA,"","","",1,4,2,1,4,2,NA,8.857148,8.857148,NA,NA,2,2,1,NA,NA,1,"personal"
"643",6,1,"","outOfStateFreshwater","Up to 4","Up to 4","Sport Fishing",1,"R_32UPG1tR61jczLl",136.1051,"9/6/2018 19:53","9/6/2018 20:02","66.223.182.215",33,503,FALSE,"10/22/2018 16:17",NA,NA,"I operate boat(s) for personal reasons,I operate boat(s) commercially",0.2,0,"Yes","Yes",NA,NA,NA,"No or did not report","","",NA,"","","","",NA,"","Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",643,244194.5907,"No","","","",1,4,2,1,4,2,NA,272.2102,272.2102,NA,NA,2,2,1,NA,NA,0.8,"personal"
"644",9,1,"","outOfStateFreshwater","Up to 4","Up to 4","Sport Fishing",1,"R_Ab79XrElPUmPXmp",21.03346,"9/3/2018 15:15","9/3/2018 16:22","66.58.185.1",33,4048,FALSE,"10/22/2018 16:17",NA,NA,"I operate boat(s) for personal reasons",0,0,"Yes","No",NA,NA,NA,"No or did not report","","",NA,"","","","",NA,"","Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",644,44337.43793,"No","","","",1,4,2,1,4,2,NA,42.06692,42.06692,NA,NA,4,4,2,NA,NA,1,"personal"
"645",6,2,"","outOfStateFreshwater","Up to 4","Up to 4","Sport Fishing",1,"R_Ab79XrElPUmPXmp",12.29186,"9/3/2018 15:15","9/3/2018 16:22","66.58.185.1",33,4048,FALSE,"10/22/2018 16:17",NA,NA,"I operate boat(s) for personal reasons",0,0,"Yes","No",NA,NA,NA,"No or did not report","","",NA,"","","","",NA,"","Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",645,25893.09784,"No","","","",1,4,2,1,4,2,NA,24.58372,24.58372,NA,NA,4,4,2,NA,NA,1,"personal"
"646",11,4,"stikine river","marineWaters","Up to 4","Up to 4","Subsistence Fishing",1,"R_2bPJd1tfXAmWcC7",8.274585,"9/4/2018 7:22","9/4/2018 7:31","65.74.23.228",33,560,FALSE,"10/22/2018 16:17",NA,NA,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",NA,NA,NA,"No or did not report","","",NA,"","","","",NA,"","Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",646,14960.58354,"No","","","",1,4,2,1,4,2,NA,16.54917,16.54917,NA,NA,2,2,1,NA,NA,1,"personal"
"647",6,1,"","outOfStateFreshwater","Up to 4","Up to 4","Sport Fishing",1,"R_290W4ryhbt6szhH",7.709058,"9/10/2018 13:58","9/10/2018 14:01","66.58.154.120",33,187,FALSE,"10/22/2018 16:17",NA,NA,"I operate boat(s) for personal reasons",0,0,"Yes","No",NA,NA,NA,"No or did not report","","",NA,"","","","",NA,"","Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",647,16408.16556,"Yes","Lake Hood","","",1,4,2,1,4,2,NA,15.418116,15.418116,NA,NA,2,2,1,NA,NA,1,"personal"
"648",12,1,"","outOfStateFreshwater","Up to 4","Up to 4","Sport Fishing",1,"R_2bUmFiwcRfUmara",6.873312,"9/13/2018 18:38","9/13/2018 19:31","66.223.160.66",33,3151,FALSE,"10/22/2018 16:17",NA,NA,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",NA,NA,NA,"No or did not report","","",NA,"","","","",NA,"","Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",648,13986.13171,"Yes","Eyak River","","",1,4,2,1,4,2,NA,13.746624,13.746624,NA,NA,2,2,1,NA,NA,1,"personal"
"649",10,1,"Deep Creek","marineWaters","Up to 4","Up to 4","Sport Fishing",1,"R_1jNcvBDm7uGKRZq",59.40516,"9/3/2018 19:14","9/3/2018 19:23","107.77.205.127",33,529,FALSE,"10/22/2018 16:17",NA,NA,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",NA,NA,NA,"No or did not report","","",NA,"","","","",NA,"","Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",649,118314.5189,"No","","","",1,4,2,1,4,2,NA,118.81032,118.81032,NA,NA,4,4,2,NA,NA,1,"personal"
"650",12,2,"Seward","marineWaters","Up to 4","Up to 4","Sport Fishing",1,"R_1jNcvBDm7uGKRZq",11.51451,"9/3/2018 19:14","9/3/2018 19:23","107.77.205.127",33,529,FALSE,"10/22/2018 16:17",NA,NA,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",NA,NA,NA,"No or did not report","","",NA,"","","","",NA,"","Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",650,22997.09529,"No","","","",1,4,2,1,4,2,NA,23.02902,23.02902,NA,NA,4,4,2,NA,NA,1,"personal"
"651",12,2,"Auke Bay > Skull Is.","marineWaters","Up to 4","Up to 4","Other",1,"R_1gGBIQ1PZzsVqOp",42.50518,"9/17/2018 11:28","9/17/2018 12:01","24.237.8.45",33,1966,FALSE,"10/22/2018 16:17",NA,NA,"I operate boat(s) for personal reasons,I operate boats as an employee of a government agency",0,0.7,"Yes","Yes",NA,NA,NA,"No or did not report","","",NA,"","","","",NA,"","Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",651,80603.12521,"No","","","",1,4,2,1,4,2,NA,85.01036,85.01036,NA,NA,8,8,4,NA,NA,0.3,"government"
"652",12,3,"Auke Lake","inStateFreshwater","Up to 4","Up to 4","Other",1,"R_1gGBIQ1PZzsVqOp",0.4947124,"9/17/2018 11:28","9/17/2018 12:01","24.237.8.45",33,1966,FALSE,"10/22/2018 16:17",NA,NA,"I operate boat(s) for personal reasons,I operate boats as an employee of a government agency",0,0.7,"Yes","Yes",NA,NA,NA,"No or did not report","","",NA,"","","","",NA,"","Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",652,943.9276679,"No","","","",1,4,2,1,4,2,NA,0.9894248,0.9894248,NA,NA,8,8,4,NA,NA,0.3,"government"
"653",12,4,"ABY Harbor > Coghlan Is","marineWaters","Up to 4","Up to 4","Wildlife watching",1,"R_1gGBIQ1PZzsVqOp",10.85812,"9/17/2018 11:28","9/17/2018 12:01","24.237.8.45",33,1966,FALSE,"10/22/2018 16:17",NA,NA,"I operate boat(s) for personal reasons,I operate boats as an employee of a government agency",0,0.7,"Yes","Yes",NA,NA,NA,"No or did not report","","",NA,"","","","",NA,"","Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",653,20665.81603,"No","","","",1,4,2,1,4,2,NA,21.71624,21.71624,NA,NA,8,8,4,NA,NA,0.3,"government"
"654",12,5,"","outOfStateFreshwater","Up to 4","Up to 4","Sport Fishing",1,"R_1gGBIQ1PZzsVqOp",25.61324,"9/17/2018 11:28","9/17/2018 12:01","24.237.8.45",33,1966,FALSE,"10/22/2018 16:17",NA,NA,"I operate boat(s) for personal reasons,I operate boats as an employee of a government agency",0,0.7,"Yes","Yes",NA,NA,NA,"No or did not report","","",NA,"","","","",NA,"","Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",654,48793.19497,"No","","","",1,4,2,1,4,2,NA,51.22648,51.22648,NA,NA,8,8,4,NA,NA,0.3,"government"
"655",11,1,"","outOfStateFreshwater","Up to 4","Up to 4","Sport Fishing",1,"R_3D8Btp8I7oTTgbn",17.98875,"9/4/2018 14:46","9/4/2018 14:53","206.174.49.197",33,412,FALSE,"10/22/2018 16:17",NA,NA,"I operate boat(s) for personal reasons",0,0,"Yes","No",NA,NA,NA,"No or did not report","","",NA,"","","","",NA,"","Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",655,36533.76312,"No","","","",1,4,2,1,4,2,NA,35.9775,35.9775,NA,NA,90,4,2,NA,NA,1,"personal"
"656",11,2,"Kenai River","inStateFreshwater","75 to 100","Up to 4","Sport Fishing",1,"R_3D8Btp8I7oTTgbn",18.09601,"9/4/2018 14:46","9/4/2018 14:53","206.174.49.197",33,412,FALSE,"10/22/2018 16:17",NA,NA,"I operate boat(s) for personal reasons",0,0,"Yes","No",NA,NA,NA,"No or did not report","","",NA,"","","","",NA,"","Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",656,36747.88042,"No","","","",76,100,88,1,4,2,NA,1592.44888,36.19202,NA,NA,90,4,2,NA,NA,1,"personal"
"657",10,1,"","outOfStateFreshwater","Up to 4","Up to 4","Sport Fishing",1,"R_3Pdfnn4xem4wLiY",1.618852,"9/6/2018 9:35","9/6/2018 9:39","216.137.224.10",33,278,FALSE,"10/22/2018 16:17",NA,NA,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",NA,NA,NA,"No or did not report","","",NA,"","","","",NA,"","Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",657,3309.774986,"No","","","",1,4,2,1,4,2,NA,3.237704,3.237704,NA,NA,6,6,3,NA,NA,1,"personal"
"658",10,2,"","outOfStateFreshwater","Up to 4","Up to 4","Sport Fishing",1,"R_3Pdfnn4xem4wLiY",3.250424,"9/6/2018 9:35","9/6/2018 9:39","216.137.224.10",33,278,FALSE,"10/22/2018 16:17",NA,NA,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",NA,NA,NA,"No or did not report","","",NA,"","","","",NA,"","Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",658,6656.280775,"No","","","",1,4,2,1,4,2,NA,6.500848,6.500848,NA,NA,6,6,3,NA,NA,1,"personal"
"659",11,3,"","outOfStateFreshwater","Up to 4","Up to 4","Sport Fishing",1,"R_3Pdfnn4xem4wLiY",17.55821,"9/6/2018 9:35","9/6/2018 9:39","216.137.224.10",33,278,FALSE,"10/22/2018 16:17",NA,NA,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",NA,NA,NA,"No or did not report","","",NA,"","","","",NA,"","Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",659,35962.20622,"No","","","",1,4,2,1,4,2,NA,35.11642,35.11642,NA,NA,6,6,3,NA,NA,1,"personal"
"660",9,1,"Gulkana/Copper to Chitina","inStateFreshwater","Up to 4","Up to 4","Camping",1,"R_SC7dScyr5GHxgwV",103.8948,"9/16/2018 15:40","9/16/2018 15:54","66.58.145.88",33,866,FALSE,"10/22/2018 16:17",NA,NA,"I operate boat(s) for personal reasons",0,0,"Yes","No",NA,NA,NA,"No or did not report","","",NA,"","","","",NA,"","Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",660,219784.6268,"No","","","",1,4,2,1,4,2,NA,207.7896,207.7896,NA,NA,8,8,4,NA,NA,1,"personal"
"661",12,2,"Finger Lake Sailing","inStateFreshwater","Up to 4","Up to 4","Other",1,"R_SC7dScyr5GHxgwV",5.802901,"9/16/2018 15:40","9/16/2018 15:54","66.58.145.88",33,866,FALSE,"10/22/2018 16:17",NA,NA,"I operate boat(s) for personal reasons",0,0,"Yes","No",NA,NA,NA,"No or did not report","","",NA,"","","","",NA,"","Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",661,12174.84238,"No","","","",1,4,2,1,4,2,NA,11.605802,11.605802,NA,NA,8,8,4,NA,NA,1,"personal"
"662",12,3,"","outOfStateFreshwater","Up to 4","Up to 4","Sport Fishing",1,"R_SC7dScyr5GHxgwV",0.545432,"9/16/2018 15:40","9/16/2018 15:54","66.58.145.88",33,866,FALSE,"10/22/2018 16:17",NA,NA,"I operate boat(s) for personal reasons",0,0,"Yes","No",NA,NA,NA,"No or did not report","","",NA,"","","","",NA,"","Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",662,1113.290109,"No","","","",1,4,2,1,4,2,NA,1.090864,1.090864,NA,NA,8,8,4,NA,NA,1,"personal"
"663",12,4,"Rainbow Lake Sailing","inStateFreshwater","Up to 4","Up to 4","Other",1,"R_SC7dScyr5GHxgwV",2.364795,"9/16/2018 15:40","9/16/2018 15:54","66.58.145.88",33,866,FALSE,"10/22/2018 16:17",NA,NA,"I operate boat(s) for personal reasons",0,0,"Yes","No",NA,NA,NA,"No or did not report","","",NA,"","","","",NA,"","Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",663,4824.530449,"No","","","",1,4,2,1,4,2,NA,4.72959,4.72959,NA,NA,8,8,4,NA,NA,1,"personal"
"664",9,1,"","inStateFreshwater","Up to 4","Up to 4","Sport Fishing",1,"R_XYtVBUHKMNBO1UJ",10.4895,"9/10/2018 16:24","9/10/2018 16:33","64.186.121.234",33,501,FALSE,"10/22/2018 16:17",NA,NA,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",NA,NA,NA,"No or did not report","","",NA,"","","","",NA,"","Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",664,20548.91193,NA,"","","",1,4,2,1,4,2,NA,20.979,20.979,NA,NA,4,4,2,NA,NA,1,"personal"
"665",12,2,"","marineWaters","Up to 4","Up to 4","Sport Fishing",1,"R_XYtVBUHKMNBO1UJ",5.7634,"9/10/2018 16:24","9/10/2018 16:33","64.186.121.234",33,501,FALSE,"10/22/2018 16:17",NA,NA,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",NA,NA,NA,"No or did not report","","",NA,"","","","",NA,"","Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",665,11275.43329,NA,"","","",1,4,2,1,4,2,NA,11.5268,11.5268,NA,NA,4,4,2,NA,NA,1,"personal"
"666",9,1,"stikine","marineWaters","Up to 4","Up to 4","Subsistence Fishing",1,"R_RJ3UJh2wNGMPvqN",56.08801,"9/10/2018 10:47","9/10/2018 11:02","199.131.70.14",33,899,FALSE,"10/22/2018 16:17",NA,NA,"I operate boat(s) for personal reasons,I operate boats as an employee of a government agency",0,0.1,"Yes","Yes",NA,NA,NA,"No or did not report","","",NA,"","","","",NA,"","Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",666,101828.2632,"No","","","",1,4,2,1,4,2,NA,112.17602,112.17602,NA,NA,10,10,5,NA,NA,0.9,"personal"
"667",9,2,"shrimping","marineWaters","Up to 4","Up to 4","Subsistence Fishing",1,"R_RJ3UJh2wNGMPvqN",22.52982,"9/10/2018 10:47","9/10/2018 11:02","199.131.70.14",33,899,FALSE,"10/22/2018 16:17",NA,NA,"I operate boat(s) for personal reasons,I operate boats as an employee of a government agency",0,0.1,"Yes","Yes",NA,NA,NA,"No or did not report","","",NA,"","","","",NA,"","Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",667,40732.84828,"No","","","",1,4,2,1,4,2,NA,45.05964,45.05964,NA,NA,10,10,5,NA,NA,0.9,"personal"
"668",9,3,"","outOfStateFreshwater","Up to 4","Up to 4","Sport Fishing",1,"R_RJ3UJh2wNGMPvqN",2.507343,"9/10/2018 10:47","9/10/2018 11:02","199.131.70.14",33,899,FALSE,"10/22/2018 16:17",NA,NA,"I operate boat(s) for personal reasons,I operate boats as an employee of a government agency",0,0.1,"Yes","Yes",NA,NA,NA,"No or did not report","","",NA,"","","","",NA,"","Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",668,4524.949979,"No","","","",1,4,2,1,4,2,NA,5.014686,5.014686,NA,NA,10,10,5,NA,NA,0.9,"personal"
"669",10,4,"H1","marineWaters","Up to 4","Up to 4","Sport Fishing",1,"R_RJ3UJh2wNGMPvqN",46.66272,"9/10/2018 10:47","9/10/2018 11:02","199.131.70.14",33,899,FALSE,"10/22/2018 16:17",NA,NA,"I operate boat(s) for personal reasons,I operate boats as an employee of a government agency",0,0.1,"Yes","Yes",NA,NA,NA,"No or did not report","","",NA,"","","","",NA,"","Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",669,84216.57567,"No","","","",1,4,2,1,4,2,NA,93.32544,93.32544,NA,NA,10,10,5,NA,NA,0.9,"personal"
"670",10,5,"H2","marineWaters","Up to 4","Up to 4","Sport Fishing",1,"R_RJ3UJh2wNGMPvqN",40.72894,"9/10/2018 10:47","9/10/2018 11:02","199.131.70.14",33,899,FALSE,"10/22/2018 16:17",NA,NA,"I operate boat(s) for personal reasons,I operate boats as an employee of a government agency",0,0.1,"Yes","Yes",NA,NA,NA,"No or did not report","","",NA,"","","","",NA,"","Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",670,73639.94305,"No","","","",1,4,2,1,4,2,NA,81.45788,81.45788,NA,NA,10,10,5,NA,NA,0.9,"personal"
"671",11,1,"","outOfStateFreshwater","Up to 4","Up to 4","Sport Fishing",1,"R_3s5ljj8CKzLiFo5",7.323185,"9/26/2018 16:25","9/26/2018 19:20","216.67.22.103",33,10471,FALSE,"10/22/2018 16:17",NA,NA,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",NA,NA,NA,"No or did not report","","",NA,"","","","",NA,"","Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",671,14946.33092,NA,"","","",1,4,2,1,4,2,NA,14.64637,14.64637,NA,NA,34,38,10,NA,NA,1,"personal"
"672",11,2,"","outOfStateFreshwater","Up to 4","Up to 4","Sport Fishing",1,"R_3s5ljj8CKzLiFo5",0.6014997,"9/26/2018 16:25","9/26/2018 19:20","216.67.22.103",33,10471,FALSE,"10/22/2018 16:17",NA,NA,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",NA,NA,NA,"No or did not report","","",NA,"","","","",NA,"","Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",672,1232.510047,NA,"","","",1,4,2,1,4,2,NA,1.2029994,1.2029994,NA,NA,34,38,10,NA,NA,1,"personal"
"673",11,3,"placier","inStateFreshwater","5 to 10","5 to 10","Sport Fishing",1,"R_3s5ljj8CKzLiFo5",17.26823,"9/26/2018 16:25","9/26/2018 19:20","216.67.22.103",33,10471,FALSE,"10/22/2018 16:17",NA,NA,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",NA,NA,NA,"No or did not report","","",NA,"","","","",NA,"","Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",673,35209.58407,NA,"","","",5,10,8,5,10,8,NA,138.14584,138.14584,NA,NA,34,38,10,NA,NA,1,"personal"
"674",12,4,"20 mile","inStateFreshwater","5 to 10","5 to 10","Sport Fishing",1,"R_3s5ljj8CKzLiFo5",26.56364,"9/26/2018 16:25","9/26/2018 19:20","216.67.22.103",33,10471,FALSE,"10/22/2018 16:17",NA,NA,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",NA,NA,NA,"No or did not report","","",NA,"","","","",NA,"","Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",674,54462.47072,NA,"","","",5,10,8,5,10,8,NA,212.50912,212.50912,NA,NA,34,38,10,NA,NA,1,"personal"
"675",10,5,"kenai river","inStateFreshwater","5 to 10","5 to 10","Sport Fishing",1,"R_3s5ljj8CKzLiFo5",22.05507,"9/26/2018 16:25","9/26/2018 19:20","216.67.22.103",33,10471,FALSE,"10/22/2018 16:17",NA,NA,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",NA,NA,NA,"No or did not report","","",NA,"","","","",NA,"","Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",675,44746.52603,NA,"","","",5,10,8,5,10,8,NA,176.44056,176.44056,NA,NA,34,38,10,NA,NA,1,"personal"
"676",10,6,"","outOfStateFreshwater","Up to 4","Up to 4","Sport Fishing",1,"R_3s5ljj8CKzLiFo5",497.0703,"9/26/2018 16:25","9/26/2018 19:20","216.67.22.103",33,10471,FALSE,"10/22/2018 16:17",NA,NA,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",NA,NA,NA,"No or did not report","","",NA,"","","","",NA,"","Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",676,1012730.272,NA,"","","",1,4,1,1,4,2,NA,497.0703,994.1406,NA,NA,34,38,10,NA,NA,1,"personal"
"677",10,7,"cccordova","marineWaters","Up to 4","Up to 4","Sport Fishing",1,"R_3s5ljj8CKzLiFo5",1.229365,"9/26/2018 16:25","9/26/2018 19:20","216.67.22.103",33,10471,FALSE,"10/22/2018 16:17",NA,NA,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",NA,NA,NA,"No or did not report","","",NA,"","","","",NA,"","Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",677,2521.263531,NA,"","","",1,4,2,1,4,2,NA,2.45873,2.45873,NA,NA,34,38,10,NA,NA,1,"personal"
"678",9,8,"cordova","inStateFreshwater","Up to 4","Up to 4","Sport Fishing",1,"R_3s5ljj8CKzLiFo5",474.6561,"9/26/2018 16:25","9/26/2018 19:20","216.67.22.103",33,10471,FALSE,"10/22/2018 16:17",NA,NA,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",NA,NA,NA,"No or did not report","","",NA,"","","","",NA,"","Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",678,967466.6619,NA,"","","",1,4,1,1,4,2,NA,474.6561,949.3122,NA,NA,34,38,10,NA,NA,1,"personal"
"679",11,9,"Montague","inStateFreshwater","Up to 4","Up to 4","Sport Fishing",1,"R_3s5ljj8CKzLiFo5",410.8184,"9/26/2018 16:25","9/26/2018 19:20","216.67.22.103",33,10471,FALSE,"10/22/2018 16:17",NA,NA,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",NA,NA,NA,"No or did not report","","",NA,"","","","",NA,"","Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",679,828935.5056,NA,"","","",1,4,1,1,4,2,NA,410.8184,821.6368,NA,NA,34,38,10,NA,NA,1,"personal"
"680",7,10,"seward","marineWaters","Up to 4","Up to 4","Other",1,"R_3s5ljj8CKzLiFo5",492.9534,"9/26/2018 16:25","9/26/2018 19:20","216.67.22.103",33,10471,FALSE,"10/22/2018 16:17",NA,NA,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",NA,NA,NA,"No or did not report","","",NA,"","","","",NA,"","Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",680,992129.8516,NA,"","","",1,4,1,1,4,2,NA,492.9534,985.9068,NA,NA,34,38,10,NA,NA,1,"personal"
"681",8,1,"SEAL ROCKS","marineWaters","5 to 10","Up to 4","Sport Fishing",1,"R_1i9udNWqSdhmbiF",112.9606,"9/27/2018 16:00","9/27/2018 16:07","24.237.177.209",33,386,FALSE,"10/22/2018 16:17",NA,NA,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",NA,NA,NA,"No or did not report","","",NA,"","","","",NA,"","Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",681,229355.9235,"No","","","",5,10,8,1,4,2,NA,903.6848,225.9212,NA,NA,8,2,1,NA,NA,1,"personal"
"682",10,1,"Arolik river float","inStateFreshwater","Up to 4","Up to 4","Sport Fishing",1,"R_3noNEJlxEHv6jkq",3.167429,"9/16/2018 19:44","9/16/2018 19:50","216.137.235.161",33,414,FALSE,"10/22/2018 16:17",NA,NA,"I operate boat(s) for personal reasons",0,0,"Yes","No",NA,NA,NA,"No or did not report","","",NA,"","","","",NA,"","Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",682,6237.935916,"No","","","",1,4,2,1,4,2,NA,6.334858,6.334858,NA,NA,4,4,2,NA,NA,1,"personal"
"683",12,2,"","inStateFreshwater","Up to 4","Up to 4","Bird watching",1,"R_3noNEJlxEHv6jkq",2.269368,"9/16/2018 19:44","9/16/2018 19:50","216.137.235.161",33,414,FALSE,"10/22/2018 16:17",NA,NA,"I operate boat(s) for personal reasons",0,0,"Yes","No",NA,NA,NA,"No or did not report","","",NA,"","","","",NA,"","Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",683,4759.132776,"No","","","",1,4,2,1,4,2,NA,4.538736,4.538736,NA,NA,4,4,2,NA,NA,1,"personal"
"684",12,1,"1","marineWaters","Up to 4","Up to 4","Sport Fishing",1,"R_2tDoaqvaawKh9yI",10.91421,"10/3/2018 7:44","10/5/2018 9:02","146.63.171.212",33,177490,FALSE,"10/22/2018 16:17",NA,NA,"I operate boat(s) for personal reasons,I operate boats as an employee of a government agency",0,0.2,"Yes","Yes",NA,NA,NA,"No or did not report","","",NA,"","","","",NA,"","Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",684,18497.57732,"Yes","Eyak River","Eyak Lake","Alaganik Slough",1,4,2,1,4,2,NA,21.82842,21.82842,NA,NA,8,8,4,NA,NA,0.8,"personal"
